Unnamed: 0,疾病病种,发病数,死亡数,date,year,month,url
773,炭疽,0.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
774,细菌性和阿米巴性痢疾,151.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
775,肺结核,3652.0,14.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
776,伤寒与副伤寒,55.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
777,流行性脑脊髓膜炎,1.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
778,百日咳,7.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
779,白喉,0.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
780,新生儿破伤风,1.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
781,猩红热,183.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
782,布鲁氏菌病,12.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
783,淋病,1093.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
784,梅毒,3096.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
785,钩端螺旋体病,0.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
786,血吸虫病,1.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
787,疟疾,14.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
788,人感染H7N9禽流感,0.0,1.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
789,丙类传染病合计,38875.0,2.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
790,流行性感冒,398.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
791,流行性腮腺炎,839.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
792,风疹,50.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
793,急性出血性结膜炎,106.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
794,麻风病,1.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
795,斑疹伤寒,1.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
796,黑热病,0.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
797,包虫病,0.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
798,丝虫病,0.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
799,其它感染性腹泻病,4110.0,0.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
800,手足口病,33370.0,2.0,2014-4,2014,4,http://wsjkw.zj.gov.cn/art/2014/5/12/art_1229123469_468831.html
801,甲乙丙类总计,51405.0,27.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
802,甲乙类传染病合计,11004.0,23.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
803,鼠疫,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
804,霍乱,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
805,传染性非典型肺炎,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
806,艾滋病,129.0,15.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
807,病毒性肝炎,2002.0,1.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
808,甲型肝炎,29.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
809,乙型肝炎,1392.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
810,丙型肝炎,237.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
811,戊型肝炎,160.0,1.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
812,肝炎未分型,184.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
813,脊髓灰质炎,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
814,人感染高致病性禽流感,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
815,麻疹,169.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
816,流行性出血热,46.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
817,狂犬病,1.0,1.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
818,流行性乙型脑炎,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
819,登革热,5.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
820,炭疽,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
821,细菌性和阿米巴性痢疾,243.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
822,肺结核,3365.0,6.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
823,伤寒与副伤寒,49.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
824,流行性脑脊髓膜炎,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
825,百日咳,10.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
826,白喉,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
827,新生儿破伤风,1.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
828,猩红热,297.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
829,布鲁氏菌病,19.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
830,淋病,1308.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
831,梅毒,3347.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
832,钩端螺旋体病,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
833,血吸虫病,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
834,疟疾,13.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
835,人感染H7N9禽流感,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
836,丙类传染病合计,40401.0,4.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
837,流行性感冒,243.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
838,流行性腮腺炎,1140.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
839,风疹,36.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
840,急性出血性结膜炎,121.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
841,麻风病,4.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
842,斑疹伤寒,1.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
843,黑热病,1.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
844,包虫病,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
845,丝虫病,0.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
846,其它感染性腹泻病,5762.0,0.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
847,手足口病,33093.0,4.0,2014-5,2014,5,http://wsjkw.zj.gov.cn/art/2014/6/11/art_1229123469_468832.html
848,甲乙丙类总计,52089.0,21.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
849,甲乙类传染病合计,10420.0,18.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
850,鼠疫,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
851,霍乱,1.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
852,传染性非典型肺炎,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
853,艾滋病,128.0,11.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
854,病毒性肝炎,1885.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
855,甲型肝炎,37.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
856,乙型肝炎,1336.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
857,丙型肝炎,223.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
858,戊型肝炎,123.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
859,肝炎未分型,166.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
860,脊髓灰质炎,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
861,人感染高致病性禽流感,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
862,麻疹,76.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
863,流行性出血热,53.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
864,狂犬病,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
865,流行性乙型脑炎,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
866,登革热,3.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
867,炭疽,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
868,细菌性和阿米巴性痢疾,253.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
869,肺结核,3232.0,7.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
870,伤寒与副伤寒,61.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
871,流行性脑脊髓膜炎,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
872,百日咳,10.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
873,白喉,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
874,新生儿破伤风,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
875,猩红热,224.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
876,布鲁氏菌病,11.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
877,淋病,1294.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
878,梅毒,3172.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
879,钩端螺旋体病,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
880,血吸虫病,1.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
881,疟疾,15.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
882,人感染H7N9禽流感,1.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
883,丙类传染病合计,41669.0,3.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
884,流行性感冒,212.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
885,流行性腮腺炎,1059.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
886,风疹,44.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
887,急性出血性结膜炎,140.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
888,麻风病,3.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
889,斑疹伤寒,1.0,1.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
890,黑热病,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
891,包虫病,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
892,丝虫病,0.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
893,其它感染性腹泻病,7232.0,0.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
894,手足口病,32978.0,2.0,2014-6,2014,6,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468833.html
895,甲乙丙类总计,43607.0,43.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
896,甲乙类传染病合计,11363.0,38.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
897,鼠疫,0.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
898,霍乱,1.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
899,传染性非典型肺炎,0.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
900,艾滋病,154.0,29.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
901,病毒性肝炎,1950.0,1.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
902,甲型肝炎,63.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
903,乙型肝炎,1371.0,1.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
904,丙型肝炎,228.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
905,戊型肝炎,143.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
906,肝炎未分型,145.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
907,脊髓灰质炎,0.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
908,人感染高致病性禽流感,0.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
909,麻疹,62.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
910,流行性出血热,38.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
911,狂犬病,0.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
912,流行性乙型脑炎,17.0,2.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
913,登革热,5.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
914,炭疽,0.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
915,细菌性和阿米巴性痢疾,371.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
916,肺结核,3630.0,6.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
917,伤寒与副伤寒,50.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
918,流行性脑脊髓膜炎,0.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
919,百日咳,12.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
920,白喉,0.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
921,新生儿破伤风,4.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
922,猩红热,129.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
923,布鲁氏菌病,11.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
924,淋病,1458.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
925,梅毒,3456.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
926,钩端螺旋体病,1.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
927,血吸虫病,1.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
928,疟疾,13.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
929,人感染H7N9禽流感,0.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
930,丙类传染病合计,32244.0,5.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
931,流行性感冒,627.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
932,流行性腮腺炎,1054.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
933,风疹,31.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
934,急性出血性结膜炎,116.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
935,麻风病,2.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
936,斑疹伤寒,1.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
937,黑热病,0.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
938,包虫病,0.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
939,丝虫病,0.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
940,其它感染性腹泻病,8950.0,0.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
941,手足口病,21463.0,5.0,2014-7,2014,7,http://wsjkw.zj.gov.cn/art/2014/8/11/art_1229123469_468834.html
942,甲乙丙类总计,31998.0,28.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
943,甲乙类传染病合计,10707.0,28.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
944,鼠疫,0.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
945,霍乱,3.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
946,传染性非典型肺炎,0.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
947,艾滋病,128.0,19.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
948,病毒性肝炎,1843.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
949,甲型肝炎,51.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
950,乙型肝炎,1280.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
951,丙型肝炎,234.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
952,戊型肝炎,120.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
953,肝炎未分型,158.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
954,脊髓灰质炎,0.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
955,人感染高致病性禽流感,0.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
956,麻疹,59.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
957,流行性出血热,15.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
958,狂犬病,2.0,1.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
959,流行性乙型脑炎,7.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
960,登革热,1.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
961,炭疽,0.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
962,细菌性和阿米巴性痢疾,358.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
963,肺结核,3622.0,8.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
964,伤寒与副伤寒,55.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
965,流行性脑脊髓膜炎,1.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
966,百日咳,13.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
967,白喉,0.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
968,新生儿破伤风,2.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
969,猩红热,75.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
970,布鲁氏菌病,11.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
971,淋病,1415.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
972,梅毒,3073.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
973,钩端螺旋体病,3.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
974,血吸虫病,0.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
975,疟疾,21.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
976,人感染H7N9禽流感,0.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
977,丙类传染病合计,21291.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
978,流行性感冒,1236.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
979,流行性腮腺炎,780.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
980,风疹,22.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
981,急性出血性结膜炎,91.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
982,麻风病,1.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
983,斑疹伤寒,0.0,0.0,2014-8,2014,8,http://wsjkw.zj.gov.cn/art/2014/9/30/art_1229123469_468835.html
