疾病病种,发病数,死亡数,date
包虫病,0.0,0.0,2019-10
丝虫病,0.0,0.0,2019-10
其它感染性腹泻病,6928.0,0.0,2019-10
手足口病,7110.0,0.0,2019-10
甲乙丙类总计,32339.0,47.0,2019-11
甲乙类传染病合计,9570.0,47.0,2019-11
鼠疫,0.0,0.0,2019-11
霍乱,0.0,0.0,2019-11
传染性非典型肺炎,0.0,0.0,2019-11
艾滋病,200.0,36.0,2019-11
病毒性肝炎,1985.0,0.0,2019-11
甲型肝炎,33.0,0.0,2019-11
乙型肝炎,1443.0,0.0,2019-11
丙型肝炎,295.0,0.0,2019-11
丁型肝炎,0.0,0.0,2019-11
戊型肝炎,143.0,0.0,2019-11
肝炎未分型,71.0,0.0,2019-11
脊髓灰质炎,0.0,0.0,2019-11
人感染高致病性禽流感,0.0,0.0,2019-11
麻疹,4.0,0.0,2019-11
流行性出血热,24.0,0.0,2019-11
狂犬病,0.0,0.0,2019-11
流行性乙型脑炎,0.0,0.0,2019-11
登革热,38.0,0.0,2019-11
炭疽,0.0,0.0,2019-11
细菌性和阿米巴性痢疾,82.0,0.0,2019-11
肺结核,2442.0,11.0,2019-11
伤寒与副伤寒,10.0,0.0,2019-11
流行性脑脊髓膜炎,1.0,0.0,2019-11
百日咳,33.0,0.0,2019-11
白喉,0.0,0.0,2019-11
新生儿破伤风,0.0,0.0,2019-11
猩红热,343.0,0.0,2019-11
布鲁氏菌病,6.0,0.0,2019-11
淋病,1233.0,0.0,2019-11
梅毒,3153.0,0.0,2019-11
钩端螺旋体病,1.0,0.0,2019-11
血吸虫病,0.0,0.0,2019-11
疟疾,15.0,0.0,2019-11
人感染H7N9禽流感,0.0,0.0,2019-11
丙类传染病合计,22769.0,0.0,2019-11
流行性感冒,9253.0,0.0,2019-11
流行性腮腺炎,516.0,0.0,2019-11
风疹,26.0,0.0,2019-11
急性出血性结膜炎,52.0,0.0,2019-11
麻风病,0.0,0.0,2019-11
斑疹伤寒,2.0,0.0,2019-11
黑热病,0.0,0.0,2019-11
包虫病,0.0,0.0,2019-11
丝虫病,0.0,0.0,2019-11
其它感染性腹泻病,7975.0,0.0,2019-11
手足口病,4945.0,0.0,2019-11
甲乙丙类总计,226381.0,37.0,2019-12
甲乙类传染病合计,8946.0,37.0,2019-12
鼠疫,0.0,0.0,2019-12
霍乱,0.0,0.0,2019-12
传染性非典型肺炎,0.0,0.0,2019-12
艾滋病,163.0,26.0,2019-12
病毒性肝炎,1804.0,2.0,2019-12
甲型肝炎,30.0,0.0,2019-12
乙型肝炎,1365.0,2.0,2019-12
丙型肝炎,252.0,0.0,2019-12
丁型肝炎,0.0,0.0,2019-12
戊型肝炎,122.0,0.0,2019-12
肝炎未分型,35.0,0.0,2019-12
脊髓灰质炎,0.0,0.0,2019-12
人感染高致病性禽流感,0.0,0.0,2019-12
麻疹,3.0,0.0,2019-12
流行性出血热,40.0,0.0,2019-12
狂犬病,0.0,0.0,2019-12
流行性乙型脑炎,0.0,0.0,2019-12
登革热,16.0,0.0,2019-12
炭疽,0.0,0.0,2019-12
细菌性和阿米巴性痢疾,79.0,0.0,2019-12
肺结核,2292.0,8.0,2019-12
伤寒与副伤寒,22.0,0.0,2019-12
流行性脑脊髓膜炎,0.0,0.0,2019-12
百日咳,26.0,0.0,2019-12
白喉,0.0,0.0,2019-12
新生儿破伤风,0.0,0.0,2019-12
猩红热,517.0,0.0,2019-12
布鲁氏菌病,12.0,0.0,2019-12
淋病,1274.0,0.0,2019-12
梅毒,2684.0,0.0,2019-12
钩端螺旋体病,1.0,1.0,2019-12
血吸虫病,0.0,0.0,2019-12
疟疾,13.0,0.0,2019-12
人感染H7N9禽流感,0.0,0.0,2019-12
丙类传染病合计,217435.0,0.0,2019-12
流行性感冒,202222.0,0.0,2019-12
流行性腮腺炎,417.0,0.0,2019-12
风疹,25.0,0.0,2019-12
急性出血性结膜炎,58.0,0.0,2019-12
麻风病,3.0,0.0,2019-12
斑疹伤寒,2.0,0.0,2019-12
黑热病,1.0,0.0,2019-12
包虫病,0.0,0.0,2019-12
丝虫病,0.0,0.0,2019-12
其它感染性腹泻病,10526.0,0.0,2019-12
手足口病,4181.0,0.0,2019-12
甲乙丙类总计,93641.0,25.0,2019-2
甲乙类传染病合计,6912.0,23.0,2019-2
鼠疫,0.0,0.0,2019-2
霍乱,0.0,0.0,2019-2
传染性非典型肺炎,0.0,0.0,2019-2
艾滋病,106.0,15.0,2019-2
病毒性肝炎,1692.0,0.0,2019-2
甲型肝炎,44.0,0.0,2019-2
乙型肝炎,1214.0,0.0,2019-2
丙型肝炎,197.0,0.0,2019-2
丁型肝炎,0.0,0.0,2019-2
戊型肝炎,179.0,0.0,2019-2
肝炎未分型,58.0,0.0,2019-2
脊髓灰质炎,0.0,0.0,2019-2
人感染高致病性禽流感,0.0,0.0,2019-2
麻疹,6.0,0.0,2019-2
流行性出血热,38.0,1.0,2019-2
狂犬病,1.0,1.0,2019-2
流行性乙型脑炎,0.0,0.0,2019-2
登革热,11.0,0.0,2019-2
炭疽,0.0,0.0,2019-2
细菌性和阿米巴性痢疾,94.0,0.0,2019-2
肺结核,2144.0,6.0,2019-2
伤寒与副伤寒,8.0,0.0,2019-2
流行性脑脊髓膜炎,2.0,0.0,2019-2
百日咳,21.0,0.0,2019-2
白喉,0.0,0.0,2019-2
新生儿破伤风,1.0,0.0,2019-2
猩红热,80.0,0.0,2019-2
布鲁氏菌病,5.0,0.0,2019-2
淋病,790.0,0.0,2019-2
梅毒,1902.0,0.0,2019-2
钩端螺旋体病,0.0,0.0,2019-2
血吸虫病,0.0,0.0,2019-2
疟疾,11.0,0.0,2019-2
人感染H7N9禽流感,0.0,0.0,2019-2
丙类传染病合计,86729.0,2.0,2019-2
流行性感冒,68573.0,2.0,2019-2
流行性腮腺炎,243.0,0.0,2019-2
风疹,28.0,0.0,2019-2
急性出血性结膜炎,38.0,0.0,2019-2
麻风病,0.0,0.0,2019-2
斑疹伤寒,0.0,0.0,2019-2
黑热病,0.0,0.0,2019-2
包虫病,1.0,0.0,2019-2
丝虫病,0.0,0.0,2019-2
其它感染性腹泻病,15869.0,0.0,2019-2
手足口病,1977.0,0.0,2019-2
甲乙丙类总计,99217.0,36.0,2019-3
甲乙类传染病合计,10447.0,34.0,2019-3
鼠疫,0.0,0.0,2019-3
霍乱,0.0,0.0,2019-3
传染性非典型肺炎,0.0,0.0,2019-3
艾滋病,156.0,24.0,2019-3
病毒性肝炎,2543.0,1.0,2019-3
甲型肝炎,65.0,0.0,2019-3
乙型肝炎,1924.0,1.0,2019-3
丙型肝炎,303.0,0.0,2019-3
丁型肝炎,0.0,0.0,2019-3
戊型肝炎,207.0,0.0,2019-3
肝炎未分型,44.0,0.0,2019-3
脊髓灰质炎,0.0,0.0,2019-3
人感染高致病性禽流感,0.0,0.0,2019-3
麻疹,8.0,0.0,2019-3
流行性出血热,22.0,0.0,2019-3
狂犬病,1.0,1.0,2019-3
流行性乙型脑炎,0.0,0.0,2019-3
登革热,8.0,0.0,2019-3
炭疽,0.0,0.0,2019-3
细菌性和阿米巴性痢疾,92.0,0.0,2019-3
肺结核,3341.0,7.0,2019-3
伤寒与副伤寒,11.0,0.0,2019-3
流行性脑脊髓膜炎,0.0,0.0,2019-3
百日咳,62.0,0.0,2019-3
白喉,0.0,0.0,2019-3
新生儿破伤风,0.0,1.0,2019-3
猩红热,153.0,0.0,2019-3
布鲁氏菌病,11.0,0.0,2019-3
淋病,1084.0,0.0,2019-3
梅毒,2942.0,0.0,2019-3
钩端螺旋体病,0.0,0.0,2019-3
血吸虫病,0.0,0.0,2019-3
疟疾,13.0,0.0,2019-3
人感染H7N9禽流感,0.0,0.0,2019-3
丙类传染病合计,88770.0,2.0,2019-3
流行性感冒,72560.0,2.0,2019-3
流行性腮腺炎,488.0,0.0,2019-3
风疹,113.0,0.0,2019-3
急性出血性结膜炎,32.0,0.0,2019-3
麻风病,0.0,0.0,2019-3
斑疹伤寒,0.0,0.0,2019-3
黑热病,0.0,0.0,2019-3
包虫病,0.0,0.0,2019-3
丝虫病,0.0,0.0,2019-3
其它感染性腹泻病,12270.0,0.0,2019-3
手足口病,3307.0,0.0,2019-3
甲乙丙类总计,53967.0,41.0,2019-4
甲乙类传染病合计,10826.0,41.0,2019-4
鼠疫,0.0,0.0,2019-4
霍乱,0.0,0.0,2019-4
传染性非典型肺炎,0.0,0.0,2019-4
艾滋病,190.0,33.0,2019-4
病毒性肝炎,2279.0,1.0,2019-4
甲型肝炎,48.0,0.0,2019-4
乙型肝炎,1674.0,1.0,2019-4
丙型肝炎,288.0,0.0,2019-4
丁型肝炎,0.0,0.0,2019-4
戊型肝炎,216.0,0.0,2019-4
肝炎未分型,53.0,0.0,2019-4
脊髓灰质炎,0.0,0.0,2019-4
人感染高致病性禽流感,0.0,0.0,2019-4
麻疹,20.0,0.0,2019-4
流行性出血热,22.0,0.0,2019-4
狂犬病,0.0,0.0,2019-4
流行性乙型脑炎,0.0,0.0,2019-4
登革热,20.0,0.0,2019-4
炭疽,0.0,0.0,2019-4
细菌性和阿米巴性痢疾,121.0,0.0,2019-4
肺结核,3519.0,7.0,2019-4
伤寒与副伤寒,25.0,0.0,2019-4
流行性脑脊髓膜炎,1.0,0.0,2019-4
百日咳,84.0,0.0,2019-4
白喉,0.0,0.0,2019-4
新生儿破伤风,0.0,0.0,2019-4
猩红热,212.0,0.0,2019-4
布鲁氏菌病,11.0,0.0,2019-4
淋病,1157.0,0.0,2019-4
梅毒,3159.0,0.0,2019-4
钩端螺旋体病,0.0,0.0,2019-4
血吸虫病,0.0,0.0,2019-4
疟疾,6.0,0.0,2019-4
人感染H7N9禽流感,0.0,0.0,2019-4
丙类传染病合计,43141.0,0.0,2019-4
流行性感冒,25175.0,0.0,2019-4
流行性腮腺炎,626.0,0.0,2019-4
风疹,158.0,0.0,2019-4
急性出血性结膜炎,48.0,0.0,2019-4
麻风病,2.0,0.0,2019-4
斑疹伤寒,0.0,0.0,2019-4
黑热病,0.0,0.0,2019-4
包虫病,0.0,0.0,2019-4
丝虫病,0.0,0.0,2019-4
其它感染性腹泻病,8140.0,0.0,2019-4
手足口病,8992.0,0.0,2019-4
甲乙丙类总计,52309.0,32.0,2019-5
甲乙类传染病合计,11290.0,32.0,2019-5
鼠疫,0.0,0.0,2019-5
霍乱,0.0,0.0,2019-5
传染性非典型肺炎,0.0,0.0,2019-5
艾滋病,160.0,26.0,2019-5
病毒性肝炎,2158.0,0.0,2019-5
甲型肝炎,46.0,0.0,2019-5
乙型肝炎,1519.0,0.0,2019-5
丙型肝炎,341.0,0.0,2019-5
丁型肝炎,1.0,0.0,2019-5
戊型肝炎,200.0,0.0,2019-5
肝炎未分型,51.0,0.0,2019-5
脊髓灰质炎,0.0,0.0,2019-5
人感染高致病性禽流感,0.0,0.0,2019-5
麻疹,40.0,0.0,2019-5
流行性出血热,43.0,0.0,2019-5
狂犬病,0.0,0.0,2019-5
流行性乙型脑炎,0.0,0.0,2019-5
登革热,29.0,0.0,2019-5
炭疽,0.0,0.0,2019-5
细菌性和阿米巴性痢疾,233.0,0.0,2019-5
肺结核,3545.0,6.0,2019-5
伤寒与副伤寒,30.0,0.0,2019-5
流行性脑脊髓膜炎,2.0,0.0,2019-5
百日咳,105.0,0.0,2019-5
白喉,0.0,0.0,2019-5
新生儿破伤风,0.0,0.0,2019-5
猩红热,272.0,0.0,2019-5
布鲁氏菌病,18.0,0.0,2019-5
淋病,1317.0,0.0,2019-5
梅毒,3325.0,0.0,2019-5
钩端螺旋体病,1.0,0.0,2019-5
血吸虫病,0.0,0.0,2019-5
疟疾,12.0,0.0,2019-5
人感染H7N9禽流感,0.0,0.0,2019-5
丙类传染病合计,41019.0,0.0,2019-5
流行性感冒,14164.0,0.0,2019-5
流行性腮腺炎,783.0,0.0,2019-5
风疹,151.0,0.0,2019-5
急性出血性结膜炎,52.0,0.0,2019-5
麻风病,0.0,0.0,2019-5
斑疹伤寒,2.0,0.0,2019-5
黑热病,0.0,0.0,2019-5
包虫病,0.0,0.0,2019-5
丝虫病,0.0,0.0,2019-5
其它感染性腹泻病,7812.0,0.0,2019-5
手足口病,18055.0,0.0,2019-5
甲乙丙类总计,52079.0,35.0,2019-6
甲乙类传染病合计,10354.0,35.0,2019-6
鼠疫,0.0,0.0,2019-6
霍乱,0.0,0.0,2019-6
传染性非典型肺炎,0.0,0.0,2019-6
艾滋病,199.0,21.0,2019-6
病毒性肝炎,1961.0,1.0,2019-6
甲型肝炎,46.0,0.0,2019-6
乙型肝炎,1412.0,1.0,2019-6
丙型肝炎,326.0,0.0,2019-6
丁型肝炎,1.0,0.0,2019-6
戊型肝炎,139.0,0.0,2019-6
肝炎未分型,37.0,0.0,2019-6
脊髓灰质炎,0.0,0.0,2019-6
人感染高致病性禽流感,0.0,0.0,2019-6
麻疹,12.0,0.0,2019-6
流行性出血热,45.0,0.0,2019-6
狂犬病,2.0,2.0,2019-6
流行性乙型脑炎,1.0,0.0,2019-6
登革热,73.0,0.0,2019-6
炭疽,0.0,0.0,2019-6
细菌性和阿米巴性痢疾,175.0,0.0,2019-6
肺结核,3162.0,11.0,2019-6
伤寒与副伤寒,35.0,0.0,2019-6
流行性脑脊髓膜炎,0.0,0.0,2019-6
百日咳,98.0,0.0,2019-6
白喉,0.0,0.0,2019-6
新生儿破伤风,0.0,0.0,2019-6
猩红热,263.0,0.0,2019-6
布鲁氏菌病,15.0,0.0,2019-6
淋病,1181.0,0.0,2019-6
梅毒,3115.0,0.0,2019-6
钩端螺旋体病,1.0,0.0,2019-6
血吸虫病,0.0,0.0,2019-6
疟疾,16.0,0.0,2019-6
人感染H7N9禽流感,0.0,0.0,2019-6
丙类传染病合计,41725.0,0.0,2019-6
流行性感冒,6420.0,0.0,2019-6
流行性腮腺炎,584.0,0.0,2019-6
风疹,85.0,0.0,2019-6
急性出血性结膜炎,63.0,0.0,2019-6
麻风病,0.0,0.0,2019-6
斑疹伤寒,1.0,0.0,2019-6
黑热病,0.0,0.0,2019-6
包虫病,1.0,0.0,2019-6
丝虫病,0.0,0.0,2019-6
其它感染性腹泻病,8183.0,0.0,2019-6
手足口病,26388.0,0.0,2019-6
甲乙丙类总计,52042.0,34.0,2019-7
甲乙类传染病合计,11316.0,34.0,2019-7
鼠疫,0.0,0.0,2019-7
霍乱,2.0,0.0,2019-7
传染性非典型肺炎,0.0,0.0,2019-7
艾滋病,188.0,25.0,2019-7
病毒性肝炎,2225.0,0.0,2019-7
甲型肝炎,56.0,0.0,2019-7
乙型肝炎,1638.0,0.0,2019-7
丙型肝炎,334.0,0.0,2019-7
丁型肝炎,0.0,0.0,2019-7
戊型肝炎,130.0,0.0,2019-7
肝炎未分型,67.0,0.0,2019-7
脊髓灰质炎,0.0,0.0,2019-7
人感染高致病性禽流感,0.0,0.0,2019-7
麻疹,5.0,0.0,2019-7
流行性出血热,44.0,0.0,2019-7
狂犬病,0.0,0.0,2019-7
流行性乙型脑炎,5.0,0.0,2019-7
登革热,131.0,0.0,2019-7
炭疽,0.0,0.0,2019-7
细菌性和阿米巴性痢疾,232.0,0.0,2019-7
肺结核,3315.0,9.0,2019-7
伤寒与副伤寒,31.0,0.0,2019-7
流行性脑脊髓膜炎,0.0,0.0,2019-7
百日咳,95.0,0.0,2019-7
白喉,0.0,0.0,2019-7
新生儿破伤风,0.0,0.0,2019-7
猩红热,142.0,0.0,2019-7
布鲁氏菌病,8.0,0.0,2019-7
淋病,1405.0,0.0,2019-7
梅毒,3470.0,0.0,2019-7
钩端螺旋体病,3.0,0.0,2019-7
血吸虫病,0.0,0.0,2019-7
疟疾,15.0,0.0,2019-7
人感染H7N9禽流感,0.0,0.0,2019-7
丙类传染病合计,40726.0,0.0,2019-7
流行性感冒,4508.0,0.0,2019-7
流行性腮腺炎,670.0,0.0,2019-7
风疹,79.0,0.0,2019-7
急性出血性结膜炎,82.0,0.0,2019-7
麻风病,2.0,0.0,2019-7
斑疹伤寒,1.0,0.0,2019-7
黑热病,0.0,0.0,2019-7
包虫病,0.0,0.0,2019-7
丝虫病,0.0,0.0,2019-7
其它感染性腹泻病,9991.0,0.0,2019-7
手足口病,25393.0,0.0,2019-7
甲乙丙类总计,36969.0,26.0,2019-8
甲乙类传染病合计,11073.0,26.0,2019-8
鼠疫,0.0,0.0,2019-8
霍乱,0.0,0.0,2019-8
传染性非典型肺炎,0.0,0.0,2019-8
艾滋病,172.0,19.0,2019-8
病毒性肝炎,2100.0,0.0,2019-8
甲型肝炎,55.0,0.0,2019-8
乙型肝炎,1534.0,0.0,2019-8
丙型肝炎,330.0,0.0,2019-8
丁型肝炎,1.0,0.0,2019-8
戊型肝炎,125.0,0.0,2019-8
肝炎未分型,55.0,0.0,2019-8
脊髓灰质炎,0.0,0.0,2019-8
人感染高致病性禽流感,0.0,0.0,2019-8
麻疹,9.0,0.0,2019-8
流行性出血热,23.0,0.0,2019-8
狂犬病,0.0,0.0,2019-8
流行性乙型脑炎,5.0,0.0,2019-8
登革热,130.0,0.0,2019-8
炭疽,0.0,0.0,2019-8
细菌性和阿米巴性痢疾,285.0,0.0,2019-8
肺结核,3121.0,7.0,2019-8
伤寒与副伤寒,26.0,0.0,2019-8
流行性脑脊髓膜炎,1.0,0.0,2019-8
百日咳,79.0,0.0,2019-8
白喉,0.0,0.0,2019-8
新生儿破伤风,1.0,0.0,2019-8
猩红热,94.0,0.0,2019-8
布鲁氏菌病,8.0,0.0,2019-8
淋病,1352.0,0.0,2019-8
梅毒,3648.0,0.0,2019-8
钩端螺旋体病,9.0,0.0,2019-8
血吸虫病,0.0,0.0,2019-8
疟疾,10.0,0.0,2019-8
人感染H7N9禽流感,0.0,0.0,2019-8
丙类传染病合计,25896.0,0.0,2019-8
流行性感冒,4620.0,0.0,2019-8
流行性腮腺炎,520.0,0.0,2019-8
风疹,24.0,0.0,2019-8
急性出血性结膜炎,92.0,0.0,2019-8
麻风病,1.0,0.0,2019-8
斑疹伤寒,1.0,0.0,2019-8
黑热病,0.0,0.0,2019-8
包虫病,0.0,0.0,2019-8
丝虫病,0.0,0.0,2019-8
其它感染性腹泻病,10683.0,0.0,2019-8
手足口病,9955.0,0.0,2019-8
甲乙丙类总计,34109.0,31.0,2019-9
甲乙类传染病合计,10357.0,31.0,2019-9
鼠疫,0.0,0.0,2019-9
霍乱,0.0,0.0,2019-9
传染性非典型肺炎,0.0,0.0,2019-9
艾滋病,144.0,23.0,2019-9
病毒性肝炎,1900.0,1.0,2019-9
甲型肝炎,36.0,0.0,2019-9
乙型肝炎,1385.0,1.0,2019-9
丙型肝炎,312.0,0.0,2019-9
丁型肝炎,2.0,0.0,2019-9
戊型肝炎,111.0,0.0,2019-9
肝炎未分型,54.0,0.0,2019-9
脊髓灰质炎,0.0,0.0,2019-9
人感染高致病性禽流感,0.0,0.0,2019-9
麻疹,8.0,0.0,2019-9
流行性出血热,11.0,0.0,2019-9
狂犬病,0.0,0.0,2019-9
流行性乙型脑炎,1.0,0.0,2019-9
登革热,304.0,0.0,2019-9
炭疽,0.0,0.0,2019-9
细菌性和阿米巴性痢疾,166.0,0.0,2019-9
肺结核,2952.0,7.0,2019-9
伤寒与副伤寒,16.0,0.0,2019-9
流行性脑脊髓膜炎,0.0,0.0,2019-9
百日咳,67.0,0.0,2019-9
白喉,0.0,0.0,2019-9
新生儿破伤风,1.0,0.0,2019-9
猩红热,100.0,0.0,2019-9
布鲁氏菌病,7.0,0.0,2019-9
淋病,1234.0,0.0,2019-9
梅毒,3419.0,0.0,2019-9
钩端螺旋体病,13.0,0.0,2019-9
血吸虫病,0.0,0.0,2019-9
疟疾,14.0,0.0,2019-9
人感染H7N9禽流感,0.0,0.0,2019-9
丙类传染病合计,23752.0,0.0,2019-9
流行性感冒,5730.0,0.0,2019-9
流行性腮腺炎,712.0,0.0,2019-9
风疹,24.0,0.0,2019-9
急性出血性结膜炎,70.0,0.0,2019-9
麻风病,0.0,0.0,2019-9
斑疹伤寒,2.0,0.0,2019-9
黑热病,0.0,0.0,2019-9
包虫病,0.0,0.0,2019-9
丝虫病,0.0,0.0,2019-9
其它感染性腹泻病,7910.0,0.0,2019-9
手足口病,9304.0,0.0,2019-9
甲乙丙类总计,277043.0,29.0,2020-1
甲乙类传染病合计,8108.0,26.0,2020-1
鼠疫,0.0,0.0,2020-1
霍乱,0.0,0.0,2020-1
传染性非典型肺炎,0.0,0.0,2020-1
艾滋病,85.0,17.0,2020-1
病毒性肝炎,1579.0,0.0,2020-1
甲型肝炎,36.0,0.0,2020-1
乙型肝炎,1190.0,0.0,2020-1
丙型肝炎,238.0,0.0,2020-1
丁型肝炎,1.0,0.0,2020-1
戊型肝炎,87.0,0.0,2020-1
肝炎未分型,27.0,0.0,2020-1
脊髓灰质炎,0.0,0.0,2020-1
人感染高致病性禽流感,0.0,0.0,2020-1
麻疹,5.0,0.0,2020-1
流行性出血热,30.0,0.0,2020-1
狂犬病,0.0,0.0,2020-1
流行性乙型脑炎,1.0,0.0,2020-1
登革热,12.0,0.0,2020-1
炭疽,0.0,0.0,2020-1
细菌性和阿米巴性痢疾,101.0,0.0,2020-1
肺结核,2097.0,8.0,2020-1
伤寒与副伤寒,7.0,0.0,2020-1
流行性脑脊髓膜炎,0.0,0.0,2020-1
百日咳,20.0,0.0,2020-1
白喉,0.0,0.0,2020-1
新生儿破伤风,0.0,0.0,2020-1
猩红热,240.0,0.0,2020-1
布鲁氏菌病,8.0,0.0,2020-1
淋病,983.0,0.0,2020-1
梅毒,2321.0,1.0,2020-1
钩端螺旋体病,0.0,0.0,2020-1
血吸虫病,0.0,0.0,2020-1
疟疾,20.0,0.0,2020-1
人感染H7N9禽流感,0.0,0.0,2020-1
新冠肺炎,599.0,0.0,2020-1
丙类传染病合计,268935.0,3.0,2020-1
流行性感冒,255589.0,3.0,2020-1
流行性腮腺炎,262.0,0.0,2020-1
风疹,26.0,0.0,2020-1
急性出血性结膜炎,42.0,0.0,2020-1
麻风病,0.0,0.0,2020-1
斑疹伤寒,0.0,0.0,2020-1
黑热病,0.0,0.0,2020-1
包虫病,0.0,0.0,2020-1
丝虫病,0.0,0.0,2020-1
其它感染性腹泻病,11103.0,0.0,2020-1
手足口病,1913.0,0.0,2020-1
甲乙丙类总计,29729.0,39.0,2020-10
甲乙类传染病合计,8870.0,39.0,2020-10
鼠疫,0.0,0.0,2020-10
霍乱,0.0,0.0,2020-10
传染性非典型肺炎,0.0,0.0,2020-10
艾滋病,126.0,36.0,2020-10
病毒性肝炎,1959.0,0.0,2020-10
甲型肝炎,26.0,0.0,2020-10
乙型肝炎,1371.0,0.0,2020-10
丙型肝炎,426.0,0.0,2020-10
丁型肝炎,0.0,0.0,2020-10
戊型肝炎,119.0,0.0,2020-10
肝炎未分型,17.0,0.0,2020-10
脊髓灰质炎,0.0,0.0,2020-10
人感染高致病性禽流感,0.0,0.0,2020-10
麻疹,4.0,0.0,2020-10
流行性出血热,12.0,0.0,2020-10
狂犬病,0.0,0.0,2020-10
流行性乙型脑炎,1.0,0.0,2020-10
登革热,0.0,0.0,2020-10
炭疽,0.0,0.0,2020-10
细菌性和阿米巴性痢疾,156.0,0.0,2020-10
肺结核,2426.0,3.0,2020-10
伤寒与副伤寒,14.0,0.0,2020-10
流行性脑脊髓膜炎,0.0,0.0,2020-10
百日咳,1.0,0.0,2020-10
白喉,0.0,0.0,2020-10
新生儿破伤风,0.0,0.0,2020-10
猩红热,47.0,0.0,2020-10
布鲁氏菌病,10.0,0.0,2020-10
淋病,1315.0,0.0,2020-10
梅毒,2784.0,0.0,2020-10
钩端螺旋体病,11.0,0.0,2020-10
血吸虫病,0.0,0.0,2020-10
疟疾,3.0,0.0,2020-10
人感染H7N9禽流感,0.0,0.0,2020-10
新冠肺炎,1.0,0.0,2020-10
丙类传染病合计,20859.0,0.0,2020-10
流行性感冒,760.0,0.0,2020-10
流行性腮腺炎,411.0,0.0,2020-10
风疹,6.0,0.0,2020-10
急性出血性结膜炎,23.0,0.0,2020-10
麻风病,0.0,0.0,2020-10
斑疹伤寒,5.0,0.0,2020-10
黑热病,0.0,0.0,2020-10
包虫病,0.0,0.0,2020-10
丝虫病,0.0,0.0,2020-10
其它感染性腹泻病,6259.0,0.0,2020-10
手足口病,13395.0,0.0,2020-10
甲乙丙类总计,30646.0,27.0,2020-11
甲乙类传染病合计,8691.0,27.0,2020-11
鼠疫,0.0,0.0,2020-11
霍乱,0.0,0.0,2020-11
传染性非典型肺炎,0.0,0.0,2020-11
艾滋病,166.0,25.0,2020-11
病毒性肝炎,1905.0,0.0,2020-11
甲型肝炎,41.0,0.0,2020-11
乙型肝炎,1336.0,0.0,2020-11
丙型肝炎,402.0,0.0,2020-11
丁型肝炎,0.0,0.0,2020-11
戊型肝炎,94.0,0.0,2020-11
肝炎未分型,32.0,0.0,2020-11
脊髓灰质炎,0.0,0.0,2020-11
人感染高致病性禽流感,0.0,0.0,2020-11
麻疹,4.0,0.0,2020-11
流行性出血热,31.0,0.0,2020-11
狂犬病,1.0,0.0,2020-11
流行性乙型脑炎,0.0,0.0,2020-11
登革热,0.0,0.0,2020-11
炭疽,0.0,0.0,2020-11
细菌性和阿米巴性痢疾,108.0,0.0,2020-11
肺结核,2374.0,2.0,2020-11
伤寒与副伤寒,10.0,0.0,2020-11
流行性脑脊髓膜炎,0.0,0.0,2020-11
百日咳,2.0,0.0,2020-11
白喉,0.0,0.0,2020-11
新生儿破伤风,0.0,0.0,2020-11
猩红热,101.0,0.0,2020-11
布鲁氏菌病,10.0,0.0,2020-11
淋病,1397.0,0.0,2020-11
梅毒,2562.0,0.0,2020-11
钩端螺旋体病,9.0,0.0,2020-11
血吸虫病,0.0,0.0,2020-11
疟疾,5.0,0.0,2020-11
人感染H7N9禽流感,0.0,0.0,2020-11
新冠肺炎,6.0,0.0,2020-11
丙类传染病合计,21955.0,0.0,2020-11
流行性感冒,874.0,0.0,2020-11
流行性腮腺炎,642.0,0.0,2020-11
风疹,7.0,0.0,2020-11
急性出血性结膜炎,44.0,0.0,2020-11
麻风病,0.0,0.0,2020-11
斑疹伤寒,0.0,0.0,2020-11
黑热病,0.0,0.0,2020-11
包虫病,0.0,0.0,2020-11
丝虫病,0.0,0.0,2020-11
其它感染性腹泻病,6119.0,0.0,2020-11
手足口病,14269.0,0.0,2020-11
甲乙丙类总计,33707.0,36.0,2020-12
甲乙类传染病合计,8850.0,36.0,2020-12
鼠疫,0.0,0.0,2020-12
霍乱,0.0,0.0,2020-12
传染性非典型肺炎,0.0,0.0,2020-12
艾滋病,165.0,28.0,2020-12
病毒性肝炎,2181.0,1.0,2020-12
甲型肝炎,42.0,0.0,2020-12
乙型肝炎,1634.0,1.0,2020-12
丙型肝炎,333.0,0.0,2020-12
丁型肝炎,0.0,0.0,2020-12
戊型肝炎,132.0,0.0,2020-12
肝炎未分型,40.0,0.0,2020-12
脊髓灰质炎,0.0,0.0,2020-12
人感染高致病性禽流感,0.0,0.0,2020-12
麻疹,2.0,0.0,2020-12
流行性出血热,43.0,0.0,2020-12
狂犬病,1.0,0.0,2020-12
流行性乙型脑炎,0.0,0.0,2020-12
登革热,0.0,0.0,2020-12
炭疽,0.0,0.0,2020-12
细菌性和阿米巴性痢疾,97.0,0.0,2020-12
肺结核,2245.0,7.0,2020-12
伤寒与副伤寒,37.0,0.0,2020-12
流行性脑脊髓膜炎,1.0,0.0,2020-12
百日咳,2.0,0.0,2020-12
白喉,0.0,0.0,2020-12
新生儿破伤风,0.0,0.0,2020-12
猩红热,132.0,0.0,2020-12
布鲁氏菌病,4.0,0.0,2020-12
淋病,1427.0,0.0,2020-12
梅毒,2498.0,0.0,2020-12
钩端螺旋体病,0.0,0.0,2020-12
