"","date","value","disease_1","disease","source"
"1757",2010-08-01,69,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"1758",2010-08-01,89898,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"1762",2010-08-01,230,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"1765",2010-08-01,5,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"1767",2010-08-01,3726,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"1769",2010-08-01,41093,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"1770",2010-08-01,222,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"1774",2010-08-01,582,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1780",2010-09-01,11866,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"1781",2010-09-01,393,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"1782",2010-09-01,1631,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"1783",2018-07-01,121548,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"1784",2010-09-01,314,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"1785",2010-09-01,1528,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"1786",2010-09-01,231167,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"1787",2010-09-01,1421,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"1788",2010-09-01,100584,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"1789",2010-09-01,373,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"1790",2010-09-01,96,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"1791",2010-09-01,30366,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"1792",2010-09-01,4875,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"1793",2010-09-01,14950,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"1794",2010-09-01,8517,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"1795",2010-09-01,27,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"1796",2010-09-01,212,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1797",2010-09-01,1171,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"1798",2010-09-01,747,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"1799",2010-09-01,62,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"1800",2010-09-01,99505,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"1801",2010-09-01,3590,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"1802",2010-09-01,74464,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"1804",2010-09-01,279,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1806",2010-09-01,998,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"1807",2018-07-01,327,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"1808",2010-09-01,16,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1809",2010-09-01,27,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1810",2010-09-01,1228,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"1811",2010-09-01,64,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"1812",2010-09-01,79254,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"1816",2010-09-01,188,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"1819",2010-09-01,10,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"1822",2010-09-01,3374,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"1824",2010-09-01,33527,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"1825",2010-09-01,114,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"1829",2010-09-01,383,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1832",2010-09-01,6,"鼠疫",NA,"Monthly Notifiable Infectious Diseases Reports"
"1833",2010-10-01,80779,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"1837",2010-10-01,194,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"1840",2010-10-01,7,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"1842",2010-10-01,3339,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"1844",2010-10-01,21762,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"1845",2010-10-01,107,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"1849",2010-10-01,412,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1855",2010-10-01,12049,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"1856",2010-10-01,94,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"1857",2010-10-01,1578,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"1858",2018-06-01,102985,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"1859",2010-10-01,1179,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"1860",2010-10-01,1423,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"1861",2010-10-01,41830,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"1862",2010-10-01,1468,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"1863",2010-10-01,88278,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"1864",2010-10-01,234,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"1865",2010-10-01,112,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"1866",2010-10-01,30213,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"1867",2010-10-01,4106,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"1868",2010-10-01,18354,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"1869",2010-10-01,8641,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"1870",2010-10-01,26,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"1871",2010-10-01,222,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1872",2010-10-01,1673,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"1873",2010-10-01,721,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"1874",2010-10-01,81,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"1875",2010-10-01,101422,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"1876",2010-10-01,3787,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"1877",2010-10-01,75243,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"1879",2010-10-01,1045,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"1880",2010-10-01,81,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1882",2010-10-01,828,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"1883",2018-06-01,522,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"1884",2010-10-01,27,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1885",2010-10-01,27,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1886",2010-10-01,8,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"1887",2010-11-01,85579,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"1891",2010-11-01,195,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"1894",2010-11-01,18,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"1897",2010-11-01,2870,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"1899",2010-11-01,13935,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"1900",2010-11-01,89,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"1904",2010-11-01,267,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1910",2010-11-01,12836,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"1911",2010-11-01,8,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"1912",2010-11-01,985,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"1913",2018-05-01,91041,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"1914",2010-11-01,2280,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"1915",2010-11-01,1582,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"1916",2010-11-01,2321,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"1917",2010-11-01,1684,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"1918",2010-11-01,76042,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"1919",2010-11-01,189,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"1920",2010-11-01,95,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"1921",2010-11-01,29638,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"1922",2010-11-01,5267,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"1923",2010-11-01,27362,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"1924",2010-11-01,9005,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"1925",2010-11-01,10,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"1926",2010-11-01,192,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1927",2010-11-01,3196,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"1928",2010-11-01,505,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"1929",2010-11-01,16,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"1930",2010-11-01,106719,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"1931",2010-11-01,3750,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"1932",2010-11-01,68600,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"1934",2010-11-01,994,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"1935",2010-11-01,14,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1937",2010-11-01,963,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"1938",2018-05-01,665,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"1939",2010-11-01,9,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1940",2010-11-01,14,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1941",2010-12-01,80955,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"1945",2010-12-01,209,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"1948",2010-12-01,26,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"1951",2010-12-01,2563,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"1953",2010-12-01,10544,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"1954",2010-12-01,86,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"1958",2010-12-01,258,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1964",2010-12-01,12567,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"1965",2010-12-01,1,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"1966",2010-12-01,855,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"1967",2018-04-01,75664,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"1968",2010-12-01,1782,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"1969",2010-12-01,1313,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"1970",2010-12-01,1516,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"1971",2010-12-01,1930,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"1972",2010-12-01,58720,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"1973",2010-12-01,137,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"1974",2010-12-01,84,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"1975",2010-12-01,28110,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"1976",2010-12-01,6153,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"1977",2010-12-01,35282,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"1978",2010-12-01,8668,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"1979",2010-12-01,12,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"1980",2010-12-01,135,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1981",2010-12-01,4152,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"1982",2010-12-01,346,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"1983",2010-12-01,4,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"1984",2010-12-01,101442,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"1985",2010-12-01,3427,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"1986",2010-12-01,61571,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"1988",2010-12-01,806,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"1989",2010-12-01,7,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1991",2010-12-01,0,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"1992",2010-12-01,1353,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"1993",2018-04-01,587,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"1994",2010-12-01,14,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1995",2010-12-01,21,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"1999",2011-01-01,13445,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"2000",2011-01-01,91764,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"2001",2011-01-01,1,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"2004",2011-01-01,567,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"2005",2018-03-01,101191,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"2006",2011-01-01,886,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"2008",2011-01-01,230,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"2009",2011-01-01,2624,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"2010",2011-01-01,989,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"2012",2011-01-01,2342,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"2013",2011-01-01,28421,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"2014",2011-01-01,106,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"2015",2011-01-01,73,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"2017",2011-01-01,28110,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"2018",2011-01-01,30,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"2019",2011-01-01,5854,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"2020",2011-01-01,31202,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"2022",2011-01-01,7685,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"2023",2011-01-01,5,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"2024",2011-01-01,136,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"2025",2011-01-01,2807,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"2026",2011-01-01,2198,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"2027",2011-01-01,281,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"2029",2011-01-01,7959,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"2030",2011-01-01,1,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"2031",2011-01-01,98,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"2034",2011-01-01,113082,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"2035",2011-01-01,3333,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"2036",2011-01-01,90470,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"2038",2011-01-01,1520,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"2040",2011-01-01,157,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"2041",2011-01-01,6,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"2045",2011-01-01,1342,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
